Tipo de Peça,id_peça,Data,Speed Factor,Média Delta temp_nozzle,Máximo Delta temp_nozzle,Média Delta Mesa (°C),Tempo Fora do Intervalo Extrusora (%),Taxa de Extrusão (mm/min),Tempo Ativo de Extrusão (%),Variação X,Variação Y,Variação Z,X_max,X_min,Y_max,Y_min,Média PWM Extrusora,Desvio Padrão PWM Extrusora,Média PWM Bed,Desvio Padrão PWM Bed,d1,d2,d3,d4,d5,d6,d7,Resultado
QUADRADO,36,2025-06-03 11:33:44/11:52:42,174.00558659217876,-0.07139664804469259,1.0699999999999932,0.0010055865921786494,1.675977653631285,71.00615114235501,100.56179775280899,18.79434079461719,19.03798298374556,1.1117385433021614,145.26,74.98,144.84,74.71,69.8268156424581,9.123260580687408,32.770949720670394,4.7603281792185586,49.0,49.3,12.2,,,,,OK
QUADRADO,37,2025-06-03 12:36:21/12:53:53,199.84795321637426,-0.0642690058479526,1.3100000000000025,-0.0008187134502925246,1.1695906432748537,76.94486692015208,100.58823529411765,18.098663628547797,18.950300727813758,1.130904944030249,144.38,84.28,144.84,74.32,70.04093567251462,7.102076519164865,33.02923976608187,4.497616232137401,49.2,49.4,12.3,,,,,OK
QUADRADO,38,2025-06-03 13:42:49/14:00:16,200.0,-0.004606060606060561,14.28,-0.002000000000000202,3.0303030303030303,77.27679083094556,100.60975609756098,18.63110156746367,18.42314366411412,1.137068753889444,145.49,74.77,144.84,74.71,69.11515151515151,11.223563007920294,32.81212121212121,4.838347680551798,49.3,49.4,12.2,,,,,OK
L,39,2025-06-03 15:41:10/16:47:13,124.9375,0.0006500000000012573,0.7199999999999989,0.000499999999999829,0.0,58.1006813020439,100.25062656641603,33.27233532237422,31.851343530471606,1.1580546084664904,169.74,49.81,170.53,50.21,69.2275,3.0967269891149236,30.9025,4.126811138813914,98.7,99.1,49.3,49.3,49.5,49.5,12.2,OK
QUADRADO,40,2025-06-04 07:14:04/07:37:57,125.0,-0.0046560846560841805,0.5500000000000114,-0.0004761904761908693,0.0,56.41172365666435,100.53191489361701,18.84724661360063,19.062580518872583,1.1212328574240837,145.63,74.3,144.38,75.44,69.21164021164022,3.241629475602945,32.58201058201058,4.786938587703066,49.1,49.4,11.9,,,,,OK
RETANGULO,41,2025-06-04 08:56:26/09:32:23,173.31649831649833,-0.002525252525251851,0.5300000000000011,0.0002020202020201378,0.0,72.15938803894298,100.33783783783782,17.606161583268246,35.71214447297044,1.1408460507578186,145.02,75.06,169.45,49.4,69.41414141414141,3.1804197230978204,30.939393939393938,4.466432267371487,99.0,49.4,12.0,,,,,OK
RETANGULO,42,2025-06-04 11:09:17/11:41:09,209.87847222222223,0.005243055555556116,1.4799999999999898,-0.001041666666666902,0.0,81.40230125523013,100.34843205574913,18.32856887884945,34.236926117622566,1.146223537191827,145.63,80.82,170.13,49.85,69.19791666666667,4.042336384997833,30.96875,4.366773001427144,99.0,49.5,12.0,,,,,OK
QUADRADO,43,2025-06-04 13:19:47/13:36:44,210.0,0.006549707602340875,1.7299999999999898,0.0005847953216371856,0.0,79.49262536873157,100.58823529411765,18.368814506782655,19.27666604618675,1.1308246379899516,145.68,74.77,144.5,74.71,68.99415204678363,5.482053153403913,32.23391812865497,5.281846421166282,49.3,49.5,12.0,,,,,OK
L,44,2025-06-04 15:36:16/18:06:50,50.299065420560744,-0.0010654205607463763,0.5600000000000023,0.0005233644859811107,0.0,25.482931148992694,100.18726591760299,33.86167269787069,32.92926878297056,1.17164057758327,169.79,49.85,170.19,49.47,68.14392523364486,3.08976738061454,29.783177570093457,4.151361086788789,98.9,99.4,49.3,49.3,49.5,49.5,12.0,OK
RETANGULO,45,2025-06-05 08:34:23/09:13:54,150.0,0.00024822695035559656,0.4799999999999897,-0.00010638297872365991,0.0,65.55841417123577,100.35587188612101,19.721959331716533,33.108411991746586,1.1342156175127898,145.63,75.11,169.8,50.21,69.0709219858156,3.0104099106585234,31.27659574468085,4.6071372496060725,98.8,49.5,12.1,,,,,OK
QUADRADO,46,2025-06-05 10:33:47/10:51:13,199.7191011235955,-0.033707865168539,1.3199999999999932,-5.617977528108729e-05,0.5617977528089888,77.25717017208413,100.56497175141243,18.746023513415935,18.386433319437426,1.1415620183800395,145.63,74.77,144.84,74.71,69.61235955056179,6.101890421619405,31.769662921348313,4.8301993617693055,49.3,49.5,12.0,,,,,OK
RETANGULO,47,2025-06-05 13:32:56/14:05:45,200.0,0.004143835616440041,1.1399999999999864,-0.00010273972602740103,0.0,79.05099035043169,100.34364261168385,19.077873017185635,35.05354692491382,1.1445595117841747,145.68,74.37,169.92,49.85,69.04794520547945,3.6895546659083496,30.743150684931507,4.468190859617798,98.8,49.5,12.0,,,,,OK
L,48,2025-06-05 15:29:05/16:16:44,200.0,0.0012871287128713832,1.1599999999999966,0.0006188118811880653,0.0,80.45456453305351,100.24813895781637,33.39367347419452,33.3302315574103,1.1357362429290925,165.95,49.47,170.13,50.52,69.01732673267327,3.6137587619068836,29.264851485148515,4.544421195019199,98.7,99.3,49.2,49.2,49.4,49.4,12.0,OK
L,49,2025-06-06 07:24:44/08:12:22,200.0,-0.0013580246913573485,1.1999999999999886,-0.0006419753086420923,0.0,80.44156752974108,100.24752475247524,32.66736686062483,33.19131224715926,1.1366443577652616,159.88,49.4,170.13,50.26,70.04444444444445,3.33864263638164,30.70864197530864,4.218541039001359,98.9,99.4,49.3,49.3,49.5,49.5,12.4,OK
QUADRADO,50,2025-06-11 09:56:08/10:13:33,200.0,-0.007314285714284905,0.4900000000000091,-0.0008571428571430103,0.0,77.33110047846888,100.57471264367817,17.837934022759708,19.35851792560221,1.125419680887125,144.84,74.77,144.89,74.71,68.66285714285715,3.4433916147902615,31.125714285714285,5.5446123200785795,49.3,49.5,12.1,,,,,OK
